age,gender,height,weight,goal_weight,goal,activity,workout_days,sleep,water,target_calories,workout_intensity
35,male,186.5,93.3,93.3,recomposition,extremely active,5,6.9,3.27,3713,High
33,male,186.8,74.7,83.6,muscle gain,lightly active,5,5.6,3.09,2504,Moderate
27,female,174.2,58.4,58.4,maintenance,lightly active,2,7.7,1.42,1753,Low
68,male,172.6,64.4,64.4,maintenance,lightly active,6,5.3,1.51,1863,Low
51,male,164.0,74.3,74.3,maintenance,very active,3,6.0,2.93,2763,High
25,female,166.3,82.0,72.0,fat loss,sedentary,3,7.8,2.14,1456,Low
62,male,182.1,83.9,92.5,muscle gain,lightly active,2,7.3,2.38,2590,Low
24,female,162.6,62.2,62.2,maintenance,sedentary,6,6.4,2.88,1580,Low
48,male,176.2,65.9,65.9,maintenance,moderately active,3,4.9,3.1,2476,Moderate
24,male,184.7,57.6,59.6,muscle gain,lightly active,2,6.9,1.64,2393,Moderate
35,female,146.5,81.4,81.4,recomposition,extremely active,6,6.2,0.94,2407,High
51,male,183.1,90.6,90.6,endurance,very active,6,7.6,2.42,3059,High
69,female,158.0,50.3,50.3,maintenance,extremely active,2,6.4,1.9,1751,Moderate
69,female,155.5,75.5,75.5,recomposition,moderately active,4,4.9,2.55,1913,High
64,female,166.0,40.0,37.1,fat loss,moderately active,6,5.3,2.44,1161,Moderate
28,male,180.7,89.1,84.8,fat loss,extremely active,4,6.5,1.82,2702,High
21,female,168.6,53.7,46.6,fat loss,very active,3,7.1,3.96,1645,High
64,female,166.4,75.4,75.4,endurance,extremely active,4,5.6,2.51,2577,High
65,female,160.2,77.8,87.7,muscle gain,extremely active,1,6.1,2.1,2616,High
31,male,186.6,110.9,110.9,recomposition,sedentary,6,8.0,2.57,2276,Low
17,female,154.7,79.6,79.6,recomposition,lightly active,4,8.3,2.87,1889,Moderate
50,male,173.2,100.6,93.4,fat loss,very active,1,7.3,2.06,2563,High
20,female,164.3,63.1,54.5,fat loss,sedentary,3,6.7,4.12,1248,Low
18,male,178.4,77.9,77.9,recomposition,sedentary,3,6.3,1.43,2024,Low
66,female,166.5,53.5,53.5,recomposition,sedentary,6,7.6,1.48,1302,Low
42,female,158.5,65.2,65.2,maintenance,sedentary,6,6.6,1.38,1475,Low
22,male,178.0,94.8,104.1,muscle gain,very active,2,8.1,2.5,3537,High
51,female,169.7,57.8,57.8,maintenance,lightly active,2,8.2,2.83,1788,Low
35,female,167.8,45.4,45.4,recomposition,extremely active,1,7.5,2.27,2095,High
44,male,171.9,70.7,63.4,fat loss,sedentary,4,6.4,2.83,1488,Low
64,male,174.4,88.7,77.2,fat loss,moderately active,3,6.5,2.82,2125,Moderate
28,female,171.8,64.0,67.7,muscle gain,very active,4,5.0,2.25,2715,High
50,male,173.8,82.0,72.6,fat loss,lightly active,2,6.9,2.8,1835,Low
60,male,164.6,81.8,78.0,fat loss,very active,5,6.9,2.36,1940,High
38,female,152.6,71.1,71.1,maintenance,extremely active,4,5.3,2.21,2370,High
68,male,177.9,83.8,83.8,endurance,very active,6,9.8,2.15,3252,High
40,female,160.8,52.7,52.7,recomposition,very active,2,7.7,2.66,1799,High
40,male,174.3,88.8,94.9,muscle gain,moderately active,2,6.0,3.35,3107,Moderate
63,female,157.9,81.7,81.7,maintenance,extremely active,4,9.5,1.66,2787,High
50,male,167.0,79.3,79.3,maintenance,very active,5,6.4,2.16,2859,High
62,female,158.7,69.0,77.8,muscle gain,sedentary,2,8.0,2.61,1656,Low
58,female,159.3,72.5,72.5,endurance,very active,4,7.1,3.73,2189,High
54,male,162.5,68.9,68.9,endurance,sedentary,4,6.4,2.8,1746,Low
29,male,179.8,87.6,87.6,endurance,extremely active,4,6.6,1.93,3641,High
37,female,170.6,73.2,73.2,maintenance,lightly active,4,8.7,1.85,2037,Low
62,female,162.0,64.7,64.7,recomposition,very active,2,8.1,3.19,2096,High
49,female,180.4,98.7,98.7,recomposition,very active,1,6.9,2.28,2820,High
31,male,185.0,91.5,91.5,recomposition,lightly active,2,4.5,1.64,2424,Moderate
33,female,174.1,46.1,41.5,fat loss,extremely active,1,7.4,3.21,1848,High
57,female,172.7,62.9,62.9,endurance,moderately active,4,5.5,2.72,2119,High
25,male,175.9,73.3,73.3,endurance,moderately active,4,7.6,1.66,2843,High
22,male,172.1,85.7,85.7,recomposition,moderately active,1,6.1,1.56,2651,Moderate
57,male,164.5,90.3,90.3,maintenance,lightly active,5,6.3,0.98,2118,Moderate
31,female,156.6,84.0,84.0,maintenance,sedentary,5,6.2,2.06,1920,Low
57,male,161.1,103.8,118.6,muscle gain,extremely active,3,8.2,2.71,3697,High
44,male,167.7,111.7,96.4,fat loss,extremely active,1,4.9,3.17,3008,High
69,female,151.8,77.6,77.6,endurance,extremely active,1,7.9,2.8,2333,High
44,male,180.6,91.3,102.9,muscle gain,extremely active,6,7.4,1.59,3724,High
62,female,161.2,57.7,65.6,muscle gain,very active,2,6.9,2.3,2215,High
61,female,163.5,73.7,73.7,maintenance,extremely active,6,6.5,3.5,2270,High
27,female,158.6,62.8,62.8,recomposition,extremely active,4,7.6,2.14,2222,High
69,female,161.1,61.7,67.2,muscle gain,lightly active,4,6.5,3.04,1877,Moderate
56,female,160.5,87.3,94.3,muscle gain,moderately active,6,6.5,2.95,2615,High
21,female,163.0,63.0,71.1,muscle gain,sedentary,6,7.1,3.03,1905,Moderate
16,female,162.9,90.2,97.2,muscle gain,very active,2,9.1,2.8,3035,High
30,male,178.2,89.2,77.9,fat loss,sedentary,6,5.2,3.03,1810,Moderate
16,male,166.7,67.9,75.7,muscle gain,very active,1,7.6,1.46,3166,High
35,female,167.9,44.4,44.4,maintenance,extremely active,5,6.8,3.56,2141,High
69,male,188.5,78.5,78.5,maintenance,moderately active,3,6.7,1.24,2502,Moderate
41,female,164.6,67.9,75.0,muscle gain,very active,4,5.2,2.72,2370,High
17,female,161.3,40.0,40.0,endurance,extremely active,6,4.9,2.47,2031,High
42,female,170.0,80.8,84.7,muscle gain,very active,3,7.4,2.06,2949,High
27,male,172.0,83.7,83.7,endurance,moderately active,1,5.5,1.82,2928,Moderate
62,male,166.7,86.8,86.8,recomposition,extremely active,5,8.2,2.88,2941,High
20,male,185.7,86.9,86.9,recomposition,sedentary,1,5.8,3.06,2307,Low
57,female,162.2,40.0,42.7,muscle gain,lightly active,5,7.7,2.43,1536,Moderate
40,female,163.2,58.7,58.7,endurance,lightly active,3,6.3,2.3,1959,Moderate
17,female,162.6,64.1,64.1,maintenance,lightly active,3,6.3,3.4,2078,Moderate
52,female,159.1,79.1,79.1,maintenance,very active,2,5.9,2.2,2362,High
40,female,168.4,97.1,102.5,muscle gain,very active,4,7.5,2.47,3242,High
57,female,168.8,64.8,64.8,maintenance,sedentary,2,7.9,2.36,1529,Low
49,male,181.3,85.3,85.3,recomposition,lightly active,2,6.6,4.23,2071,Low
58,female,158.8,103.7,103.7,endurance,extremely active,3,7.7,1.91,3323,High
40,male,171.4,73.5,73.5,endurance,moderately active,5,7.0,3.08,2714,High
16,female,149.6,74.1,70.5,fat loss,lightly active,4,5.4,1.31,1422,Moderate
23,female,168.8,51.9,46.7,fat loss,moderately active,6,7.5,1.83,1759,High
40,male,161.9,80.8,80.8,endurance,very active,2,6.6,2.28,2867,High
37,female,156.1,58.7,58.7,endurance,moderately active,1,3.9,2.41,1965,Moderate
58,male,174.2,67.0,64.4,fat loss,extremely active,2,6.5,2.31,2221,High
38,female,158.6,71.1,71.1,endurance,extremely active,1,5.0,2.43,2668,High
62,male,176.8,95.8,95.8,recomposition,extremely active,4,5.5,2.02,3629,High
26,male,165.6,73.1,73.1,endurance,sedentary,6,6.7,3.4,2035,High
36,female,168.1,71.1,65.3,fat loss,moderately active,3,6.9,1.8,1727,High
56,male,169.4,83.9,83.9,endurance,moderately active,2,6.0,3.02,2644,Moderate
22,female,162.6,97.7,102.1,muscle gain,very active,4,7.6,2.97,3158,High
33,female,160.3,65.7,65.7,maintenance,extremely active,5,6.9,1.84,2577,High
56,male,167.9,87.3,94.3,muscle gain,moderately active,6,6.5,2.24,2719,High
47,male,186.0,78.1,71.1,fat loss,lightly active,3,7.1,2.5,1941,Moderate
58,male,178.5,91.7,91.7,recomposition,extremely active,3,8.4,3.67,2957,High
43,male,187.6,95.6,86.5,fat loss,very active,4,4.4,2.24,2554,High
62,male,173.9,72.2,72.2,maintenance,moderately active,2,8.6,5.04,2190,Moderate
63,female,164.7,77.1,72.7,fat loss,extremely active,1,6.3,3.04,1949,High
68,male,187.3,55.2,55.2,endurance,lightly active,5,6.1,2.74,1789,Moderate
22,female,165.6,64.8,64.8,maintenance,lightly active,1,6.5,3.12,1657,Low
47,male,173.8,97.1,92.3,fat loss,sedentary,5,5.9,1.3,1720,Low
22,female,163.9,92.2,92.2,endurance,sedentary,4,5.8,3.32,1916,Moderate
28,female,159.8,79.7,79.7,recomposition,extremely active,3,8.0,1.57,2979,High
32,male,180.0,76.9,66.6,fat loss,sedentary,3,7.2,3.11,1633,Low
50,female,152.7,88.0,92.7,muscle gain,very active,6,4.7,2.09,2867,High
39,male,183.9,83.3,83.3,maintenance,sedentary,5,7.8,1.94,2191,Low
62,male,181.2,69.0,69.0,recomposition,lightly active,1,7.6,3.74,1856,Low
32,female,155.7,71.2,71.2,endurance,lightly active,6,5.2,2.43,1920,High
49,female,155.9,79.7,79.7,endurance,lightly active,1,7.2,1.43,2059,Moderate
57,male,169.0,88.2,79.3,fat loss,sedentary,5,7.7,3.18,1656,Low
68,male,189.8,83.3,83.3,maintenance,extremely active,3,5.1,1.65,3366,High
29,male,164.3,74.0,65.4,fat loss,moderately active,3,7.3,3.45,1938,High
55,male,165.0,80.5,83.6,muscle gain,moderately active,4,6.2,2.49,2814,High
20,male,179.0,76.9,81.1,muscle gain,very active,3,7.7,1.61,3338,High
45,male,186.4,96.0,106.0,muscle gain,extremely active,1,5.9,3.07,4300,High
38,female,159.7,73.7,83.0,muscle gain,lightly active,1,8.3,2.86,2257,Low
67,male,182.0,88.9,88.9,maintenance,moderately active,5,6.7,1.01,2413,Moderate
57,female,153.3,70.7,70.7,maintenance,moderately active,5,6.3,2.46,1921,High
66,female,157.9,70.9,70.9,endurance,lightly active,3,6.1,2.71,1625,Low
61,female,169.7,60.6,60.6,maintenance,sedentary,3,8.0,2.67,1512,Low
38,male,180.5,95.2,91.2,fat loss,extremely active,3,6.1,2.37,2686,High
55,female,157.5,46.3,46.3,maintenance,very active,6,8.3,3.02,1778,High
17,female,169.8,66.4,72.1,muscle gain,very active,1,7.3,2.9,2985,High
46,male,178.6,97.3,91.3,fat loss,lightly active,4,5.3,2.52,2059,Moderate
18,female,165.3,69.3,69.3,recomposition,very active,2,7.0,2.33,2542,High
55,male,173.9,64.3,64.3,recomposition,sedentary,2,7.1,2.6,1694,Low
68,female,159.8,41.3,45.6,muscle gain,sedentary,1,5.3,2.08,1339,Low
52,male,178.8,59.1,65.4,muscle gain,extremely active,3,7.0,1.78,2889,High
61,female,153.8,65.0,65.0,maintenance,lightly active,1,7.7,1.71,1538,Low
28,male,167.3,58.9,58.9,maintenance,very active,5,8.4,2.43,2289,High
69,male,179.0,55.1,55.1,endurance,lightly active,2,8.3,1.9,1886,Low
45,male,179.3,64.6,57.2,fat loss,very active,6,9.9,2.39,1982,High
52,male,181.3,55.7,50.0,fat loss,very active,1,7.0,3.43,1816,Moderate
57,male,177.2,83.8,83.8,recomposition,very active,3,7.7,2.36,2475,High
50,male,166.8,64.8,64.8,endurance,extremely active,3,6.3,2.6,2802,High
33,male,179.8,56.3,56.3,recomposition,moderately active,5,9.3,2.34,2282,High
49,female,150.9,64.8,71.8,muscle gain,extremely active,2,5.9,3.41,2594,High
51,female,160.8,78.8,90.5,muscle gain,lightly active,2,9.2,3.66,2248,High
62,female,166.5,73.9,73.9,endurance,extremely active,3,9.1,2.17,2759,High
41,female,159.5,67.7,67.7,recomposition,moderately active,6,6.1,3.01,1795,High
43,male,181.2,79.0,79.0,maintenance,extremely active,5,8.2,3.96,3109,High
43,male,165.1,75.0,75.0,maintenance,extremely active,4,7.5,1.69,3021,High
22,male,168.0,75.4,67.9,fat loss,very active,6,6.5,3.19,2374,High
20,male,172.7,96.5,96.5,endurance,extremely active,5,6.8,1.28,4211,High
17,male,186.3,110.1,105.8,fat loss,very active,5,7.3,2.52,2964,High
51,female,161.6,92.9,92.9,endurance,very active,3,7.4,2.4,2886,High
38,female,161.4,62.6,56.8,fat loss,lightly active,3,8.8,1.31,1400,High
62,female,169.7,43.9,37.4,fat loss,lightly active,6,7.7,3.26,1156,High
53,male,184.4,82.7,77.6,fat loss,sedentary,6,6.1,2.6,1689,Moderate
23,female,145.0,54.7,54.7,maintenance,very active,5,7.9,1.85,2028,High
21,male,157.3,88.5,76.3,fat loss,very active,1,4.9,2.73,2297,Moderate
35,male,174.5,111.0,122.4,muscle gain,very active,1,6.5,3.13,3988,High
65,male,182.9,56.0,56.0,recomposition,very active,3,6.7,1.26,2354,High
18,female,164.3,71.2,71.2,recomposition,lightly active,4,7.8,0.5,1956,Moderate
26,male,168.9,101.6,111.3,muscle gain,extremely active,4,9.1,2.47,3456,High
17,male,187.3,72.7,67.3,fat loss,moderately active,2,7.3,1.96,2230,High
38,male,159.4,91.1,83.0,fat loss,very active,5,6.6,3.44,2473,High
69,male,172.4,88.8,88.8,maintenance,sedentary,6,6.2,2.24,1836,Low
52,male,172.1,97.3,97.3,maintenance,moderately active,2,8.0,2.72,2958,Moderate
42,male,183.1,106.8,106.8,endurance,moderately active,5,6.8,2.37,3147,High
23,male,184.1,84.7,84.7,maintenance,extremely active,1,6.4,1.42,3518,High
35,male,181.7,55.6,63.0,muscle gain,very active,3,8.1,2.52,2976,High
44,male,165.5,70.2,70.2,recomposition,extremely active,6,8.4,1.57,2594,High
30,male,181.0,110.6,110.6,endurance,lightly active,2,5.8,1.54,3186,High
54,female,168.7,77.4,77.4,endurance,very active,5,5.2,1.73,2723,Moderate
68,male,163.3,87.0,81.9,fat loss,very active,6,6.9,1.67,2005,High
27,female,170.4,69.3,69.3,maintenance,lightly active,3,5.6,2.35,1988,Low
29,female,154.9,66.3,66.3,endurance,lightly active,6,5.5,2.23,2130,High
22,male,173.7,92.4,92.4,endurance,very active,4,5.8,2.7,3677,High
55,male,166.0,80.5,80.5,recomposition,sedentary,4,8.3,1.4,1619,Low
40,male,173.5,74.7,68.5,fat loss,moderately active,1,7.8,2.32,2171,Moderate
31,male,177.5,68.6,75.8,muscle gain,very active,5,9.9,2.16,2526,High
27,male,174.4,52.0,52.0,endurance,extremely active,2,6.2,2.64,3061,High
19,male,164.1,89.7,78.1,fat loss,moderately active,2,8.6,2.67,2156,Moderate
41,male,188.2,76.0,76.0,recomposition,very active,6,7.6,2.61,2924,High
52,male,182.0,58.7,58.7,maintenance,extremely active,3,6.3,1.81,2833,High
28,female,152.8,65.7,65.7,recomposition,lightly active,3,6.8,2.52,1726,Moderate
16,male,172.9,88.1,88.1,recomposition,very active,6,6.3,2.14,3200,High
41,female,159.9,40.5,38.8,fat loss,very active,2,7.3,3.42,1390,High
52,male,167.1,81.6,78.2,fat loss,extremely active,5,8.2,2.58,2352,High
34,female,161.4,85.9,93.2,muscle gain,very active,4,6.6,2.56,3135,High
29,male,165.7,70.1,70.1,endurance,sedentary,1,8.0,1.6,2012,Low
24,female,158.6,77.8,77.8,endurance,sedentary,4,8.5,2.09,1811,Moderate
56,female,166.5,67.2,67.2,recomposition,very active,3,8.8,2.68,2062,High
62,male,167.2,94.5,105.7,muscle gain,lightly active,5,5.6,2.44,2554,Moderate
57,female,160.5,65.9,65.9,endurance,lightly active,3,6.9,2.44,1719,Moderate
43,male,175.4,70.5,70.5,recomposition,moderately active,2,7.9,1.27,2405,High
55,male,176.5,88.9,94.0,muscle gain,very active,2,5.7,1.93,3153,High
37,female,165.4,77.0,77.0,recomposition,lightly active,4,5.4,2.31,2078,Moderate
17,female,152.4,83.7,83.7,maintenance,moderately active,6,7.0,3.34,2425,High
35,male,178.2,73.5,73.5,maintenance,moderately active,3,6.5,1.18,2315,Moderate
54,female,165.6,62.7,69.7,muscle gain,sedentary,1,6.8,1.77,1682,Low
50,female,163.4,104.5,104.5,recomposition,very active,5,6.4,1.17,2561,High
69,female,170.9,41.7,46.8,muscle gain,moderately active,2,9.6,2.73,1697,Moderate
69,male,177.6,103.0,103.0,endurance,lightly active,3,6.4,3.33,2575,Low
29,female,158.7,70.6,63.6,fat loss,very active,6,7.7,2.75,1999,High
16,male,170.4,82.8,91.6,muscle gain,sedentary,1,7.6,2.9,2541,Low
30,female,175.9,65.6,60.6,fat loss,lightly active,1,5.0,1.78,1610,Low
63,female,158.1,61.6,64.8,muscle gain,lightly active,2,8.8,2.76,1936,Low
59,female,162.2,96.6,96.6,recomposition,very active,3,7.8,1.96,2388,Moderate
21,female,170.3,60.9,60.9,endurance,extremely active,6,7.2,2.54,3038,High
24,female,162.5,54.7,50.2,fat loss,extremely active,4,8.3,2.85,2111,High
46,male,171.9,55.6,60.7,muscle gain,sedentary,5,6.9,2.3,1927,Moderate
51,male,185.0,112.7,103.0,fat loss,sedentary,3,8.1,3.07,2006,Low
69,female,159.1,82.2,82.2,endurance,very active,3,4.7,2.39,2509,High
56,male,181.3,82.9,82.9,maintenance,moderately active,3,8.0,2.69,2565,Moderate
27,female,163.0,50.1,56.5,muscle gain,lightly active,1,7.2,3.82,1827,Moderate
18,male,163.8,68.4,68.4,recomposition,extremely active,4,7.2,2.85,2849,High
50,female,156.1,48.3,41.6,fat loss,sedentary,2,6.0,1.98,1023,Low
45,male,175.7,81.3,81.3,recomposition,sedentary,6,6.7,2.16,1874,Low
65,male,175.7,77.2,70.2,fat loss,moderately active,5,6.7,3.11,1839,High
47,male,167.2,69.5,69.5,maintenance,lightly active,6,5.6,3.23,1947,Moderate
43,male,175.7,86.7,76.0,fat loss,lightly active,2,7.4,2.47,1817,Low
32,male,167.0,82.6,89.1,muscle gain,very active,1,8.9,1.43,3186,High
20,male,183.3,85.5,85.5,recomposition,lightly active,3,5.3,1.83,2397,Moderate
63,female,164.9,80.6,80.6,maintenance,moderately active,4,7.6,2.63,2123,Moderate
60,female,165.9,76.8,76.8,maintenance,moderately active,4,6.5,2.91,1986,Moderate
24,female,166.3,57.6,57.6,recomposition,very active,4,6.4,3.2,2251,High
54,female,153.2,74.9,74.9,endurance,extremely active,5,7.1,1.08,2845,High
35,female,157.5,82.2,93.8,muscle gain,very active,2,7.1,3.11,3054,High
39,female,155.8,69.0,69.0,endurance,lightly active,2,7.2,3.5,1768,Moderate
61,male,167.8,87.8,83.0,fat loss,moderately active,2,5.6,0.82,1981,Moderate
61,female,174.6,70.3,70.3,endurance,moderately active,3,8.3,2.5,1997,High
26,male,179.6,64.9,64.9,endurance,moderately active,4,7.1,3.03,2711,High
32,male,185.4,92.4,92.4,maintenance,lightly active,5,7.7,1.51,2691,Moderate
60,female,163.6,54.9,52.3,fat loss,sedentary,3,8.5,2.15,1077,Low
65,male,172.2,62.3,62.3,maintenance,lightly active,3,4.7,2.89,1777,Low
20,female,166.5,78.7,81.5,muscle gain,moderately active,6,7.8,2.13,2614,High
61,female,173.1,95.9,95.9,maintenance,sedentary,3,6.8,2.25,1998,Low
42,female,164.5,76.7,85.1,muscle gain,sedentary,1,8.2,2.65,1960,Low
47,female,153.5,52.3,44.6,fat loss,moderately active,3,6.0,1.68,1277,High
20,female,162.3,94.5,94.5,endurance,extremely active,1,8.1,1.75,3127,High
52,male,189.9,71.0,71.0,endurance,sedentary,3,5.7,2.83,2060,Low
52,female,161.5,41.9,41.9,maintenance,sedentary,6,7.5,3.16,1200,Low
51,male,183.1,79.8,79.8,endurance,lightly active,5,7.3,2.78,2255,High
58,male,167.5,98.9,98.9,endurance,sedentary,6,6.8,3.45,2165,Moderate
67,male,178.7,74.0,74.0,endurance,extremely active,2,5.8,2.79,2958,High
61,male,169.9,57.5,57.5,endurance,very active,3,6.6,3.79,2336,High
56,female,160.3,66.5,62.4,fat loss,sedentary,6,8.1,2.55,1147,Low
68,male,179.8,76.5,76.5,recomposition,sedentary,5,8.8,2.68,1800,Low
52,female,149.3,40.0,40.0,endurance,moderately active,2,9.3,2.78,1492,High
52,female,157.5,77.7,67.1,fat loss,moderately active,6,7.6,2.06,1787,High
45,female,149.0,79.3,67.5,fat loss,very active,1,7.3,1.96,1869,High
57,female,158.7,57.0,60.3,muscle gain,extremely active,2,7.5,1.87,2489,High
19,male,180.4,89.9,89.9,endurance,lightly active,4,9.3,2.11,2574,High
43,male,187.3,75.1,75.1,endurance,very active,4,7.6,3.95,3128,High
38,female,167.9,40.0,40.0,maintenance,lightly active,5,7.1,3.78,1477,Low
65,female,182.9,63.8,63.8,endurance,lightly active,5,6.7,2.27,1951,Moderate
19,female,173.2,70.9,60.3,fat loss,extremely active,2,6.8,2.21,2370,High
50,male,171.0,85.6,85.6,endurance,lightly active,3,7.5,1.0,2654,Moderate
25,male,178.9,82.3,82.3,endurance,sedentary,5,6.1,1.8,2166,Moderate
63,male,183.6,72.4,72.4,endurance,moderately active,6,6.2,1.93,2433,Moderate
62,male,166.9,79.5,88.0,muscle gain,moderately active,6,6.9,2.19,2716,Moderate
28,male,171.4,84.7,84.7,recomposition,moderately active,6,6.5,2.1,2605,Moderate
63,female,165.8,77.7,88.8,muscle gain,sedentary,5,7.7,2.65,1696,Low
42,male,173.7,92.1,92.1,maintenance,sedentary,3,7.8,3.04,2210,Low
68,female,159.0,62.7,62.7,endurance,very active,5,7.3,1.99,1968,High
55,female,164.4,77.9,77.9,maintenance,sedentary,1,7.6,3.51,1689,Low
17,female,164.1,78.0,78.0,recomposition,lightly active,6,7.1,2.74,1829,High
26,male,169.9,91.6,91.6,maintenance,extremely active,6,3.0,3.12,3458,High
37,male,165.9,104.4,94.6,fat loss,lightly active,4,5.9,2.19,2111,Moderate
27,female,157.0,58.6,55.5,fat loss,lightly active,4,7.8,2.88,1413,Moderate
23,male,168.4,57.7,57.7,recomposition,extremely active,4,6.0,2.82,2858,High
68,female,164.4,57.9,63.6,muscle gain,very active,1,8.0,3.53,2104,Moderate
62,female,159.9,77.4,83.8,muscle gain,very active,2,8.1,2.96,2584,High
39,male,171.8,100.4,89.1,fat loss,sedentary,5,6.7,3.1,1805,Moderate
27,female,170.2,59.0,59.0,endurance,lightly active,1,6.3,2.13,2046,Low
25,male,169.9,78.9,75.8,fat loss,moderately active,5,7.0,3.34,1948,High
65,male,174.2,85.7,85.7,maintenance,extremely active,2,6.9,1.61,2606,High
33,female,163.7,63.7,72.2,muscle gain,moderately active,1,7.8,2.1,2490,High
16,female,156.6,50.2,50.2,endurance,very active,4,4.2,2.7,2169,High
37,male,183.9,85.0,85.0,recomposition,lightly active,2,6.1,1.69,2134,Low
40,female,156.6,74.1,66.7,fat loss,lightly active,3,5.8,1.85,1480,Moderate
49,female,171.9,73.5,73.5,recomposition,very active,6,4.0,1.85,2228,High
34,female,168.5,69.4,60.5,fat loss,moderately active,5,6.4,2.77,1795,High
65,male,181.4,68.6,68.6,maintenance,sedentary,6,5.2,2.39,1853,Low
50,male,181.3,101.5,110.2,muscle gain,lightly active,3,6.5,3.17,2857,Moderate
69,female,161.1,76.8,76.8,recomposition,extremely active,3,6.4,3.82,2418,High
35,female,160.0,62.2,62.2,maintenance,moderately active,5,7.5,2.69,1848,High
51,female,175.2,73.6,73.6,maintenance,very active,1,6.7,2.14,2097,High
35,male,180.8,100.9,100.9,endurance,extremely active,6,5.0,2.76,3963,High
53,male,156.4,89.6,89.6,maintenance,lightly active,3,7.4,1.87,2184,Low
56,female,170.1,89.1,97.8,muscle gain,lightly active,3,9.9,2.46,2065,Low
33,male,182.4,65.5,65.5,maintenance,moderately active,4,8.3,4.22,2627,Moderate
66,male,171.0,84.3,84.3,endurance,moderately active,1,7.8,2.36,2319,Low
62,female,164.7,75.2,68.1,fat loss,extremely active,2,6.8,2.71,1978,High
64,female,162.9,44.7,47.7,muscle gain,sedentary,1,6.4,2.39,1384,Low
27,male,171.3,88.6,88.6,maintenance,moderately active,4,6.3,2.21,2875,High
54,male,171.6,77.6,85.1,muscle gain,sedentary,5,7.3,2.84,2154,Low
21,male,170.2,62.9,62.9,recomposition,lightly active,1,5.6,1.61,2021,Moderate
21,female,156.8,72.2,66.8,fat loss,moderately active,1,7.3,2.38,1799,Moderate
68,male,173.1,87.2,97.3,muscle gain,very active,5,6.2,1.55,3223,High
24,female,169.1,83.3,83.3,maintenance,extremely active,3,4.9,3.58,2939,High
62,male,188.1,90.0,90.0,endurance,sedentary,6,6.2,3.19,2080,Moderate
39,female,169.3,57.6,62.9,muscle gain,extremely active,4,8.5,1.96,2848,High
32,female,165.7,73.4,77.4,muscle gain,very active,5,7.2,1.2,3110,High
19,female,167.2,71.4,71.4,endurance,lightly active,3,3.0,2.84,2365,High
52,female,159.8,50.9,50.9,maintenance,lightly active,2,6.2,2.47,1259,Low
54,female,157.7,83.6,86.3,muscle gain,very active,5,8.1,4.07,2888,High
41,male,164.0,86.4,86.4,endurance,very active,4,6.6,3.48,2943,High
59,female,169.4,73.5,67.0,fat loss,lightly active,4,7.6,2.94,1631,Low
33,female,162.6,48.4,48.4,recomposition,moderately active,3,6.5,2.13,1621,High
45,female,158.1,70.1,70.1,endurance,extremely active,4,7.2,2.32,2424,High
31,male,162.5,92.4,92.4,maintenance,sedentary,3,7.0,2.71,2141,Low
47,female,164.4,64.5,64.5,endurance,moderately active,6,6.2,2.75,2027,High
23,male,165.4,90.0,90.0,recomposition,extremely active,5,7.7,2.0,3222,High
41,female,162.5,66.5,66.5,maintenance,sedentary,3,8.8,1.55,1667,Low
45,female,161.3,95.4,86.1,fat loss,moderately active,6,7.5,3.85,2099,High
46,male,171.9,68.3,59.6,fat loss,moderately active,1,7.1,2.52,1793,Moderate
40,female,165.1,71.6,71.6,recomposition,lightly active,5,6.0,2.8,1990,High
50,female,166.9,80.0,80.0,recomposition,moderately active,3,8.1,1.9,1953,Moderate
43,male,178.2,77.5,77.5,recomposition,very active,2,6.4,3.46,2651,High
31,male,169.7,91.2,96.3,muscle gain,lightly active,5,7.7,3.23,3234,Moderate
27,male,176.1,83.8,78.2,fat loss,moderately active,4,7.9,2.54,2292,High
50,female,157.3,59.4,53.0,fat loss,moderately active,1,8.2,2.65,1389,Moderate
66,female,151.8,53.4,51.6,fat loss,sedentary,2,8.2,2.7,967,Low
56,female,162.9,40.0,45.3,muscle gain,lightly active,3,8.2,2.57,1568,Moderate
50,female,169.0,70.3,70.3,endurance,very active,4,5.5,2.89,2491,High
65,female,167.9,63.0,63.0,recomposition,moderately active,5,6.0,2.76,1892,Moderate
64,male,174.2,88.7,79.7,fat loss,extremely active,3,5.4,2.38,2393,High
43,male,178.8,86.2,98.8,muscle gain,extremely active,5,5.3,1.68,3618,High
21,male,180.8,87.8,87.8,endurance,lightly active,5,8.8,2.48,2608,High
50,male,178.3,69.8,69.8,maintenance,extremely active,3,5.8,3.03,2830,High
49,female,152.2,60.5,66.5,muscle gain,extremely active,6,5.6,2.97,2454,High
30,male,181.5,60.7,68.6,muscle gain,moderately active,6,6.9,3.42,2594,High
61,male,168.9,66.2,68.5,muscle gain,very active,2,6.1,3.49,2787,High
62,male,165.8,80.5,80.5,maintenance,lightly active,4,9.7,2.99,2193,Moderate
33,male,152.6,83.7,83.7,maintenance,sedentary,6,6.7,2.63,1813,Low
41,male,174.5,57.2,57.2,maintenance,lightly active,4,7.5,2.74,1935,Moderate
26,male,169.2,65.2,65.2,recomposition,very active,5,6.1,2.1,2517,High
25,female,162.0,87.9,99.5,muscle gain,moderately active,5,5.0,3.06,2750,High
30,male,161.2,93.4,93.4,maintenance,moderately active,4,6.1,3.43,2757,Moderate
